(0, 0, B)
(0, 1, Y)
(0, 2, Y)
(0, 3, Y)
(0, 4, Y)
(0, 5, Y)
(0, 6, E)
(0, 7, Y)
(0, 8, E)
(0, 9, Y)
(0, 10, Y)
(0, 11, E)
(0, 12, Y)
(0, 13, Y)
(0, 14, Y)
(0, 15, Y)
(0, 16, Y)
(0, 17, E)
(0, 18, Y)
(0, 19, E)
(0, 20, Y)
(0, 21, Y)
(0, 22, Y)
(0, 23, E)
(0, 24, Y)
(0, 25, Y)
(0, 26, Y)
(0, 27, Y)
(0, 28, Y)
(0, 29, Y)
(0, 30, E)
(0, 31, Y)
(0, 32, Y)
(0, 33, Y)
(0, 34, Y)
(0, 35, E)
(0, 36, E)
(0, 37, Y)
(0, 38, E)
(0, 39, Y)
(0, 40, E)
(0, 41, Y)
(0, 42, Y)
(0, 43, Y)
(0, 44, Y)
(0, 45, E)
(0, 46, Y)
(0, 47, Y)
(0, 48, Y)
(0, 49, Y)
(1, 0, E)
(1, 1, Y)
(1, 2, Y)
(1, 3, Y)
(1, 4, Y)
(1, 5, E)
(1, 6, Y)
(1, 7, Y)
(1, 8, Y)
(1, 9, Y)
(1, 10, Y)
(1, 11, Y)
(1, 12, Y)
(1, 13, E)
(1, 14, Y)
(1, 15, Y)
(1, 16, Y)
(1, 17, Y)
(1, 18, E)
(1, 19, Y)
(1, 20, E)
(1, 21, Y)
(1, 22, E)
(1, 23, E)
(1, 24, E)
(1, 25, Y)
(1, 26, E)
(1, 27, Y)
(1, 28, Y)
(1, 29, Y)
(1, 30, Y)
(1, 31, Y)
(1, 32, Y)
(1, 33, E)
(1, 34, E)
(1, 35, Y)
(1, 36, Y)
(1, 37, Y)
(1, 38, Y)
(1, 39, Y)
(1, 40, Y)
(1, 41, Y)
(1, 42, Y)
(1, 43, E)
(1, 44, E)
(1, 45, Y)
(1, 46, Y)
(1, 47, Y)
(1, 48, Y)
(1, 49, Y)
(2, 0, Y)
(2, 1, Y)
